Temperature,Humidity,Moisture,Soil Type,Nitrogen,Potassium,Phosphorous,Season,Region,Crop Type
33.8,51.6,32.6,Loamy,21,30,10,Zaid,West,Millets
26.0,73.0,43.0,Loamy,51,33,5,Kharif,North,Rice
29.2,54.9,14.8,Alluvial,29,42,17,Rabi,West,Rice
32.1,52.4,42.9,Black,42,43,30,Zaid,West,Millets
21.3,73.4,21.2,Loamy,50,28,13,Rabi,West,Pulses
30.3,77.1,32.5,Clayey,33,55,25,Kharif,East,Oil seeds
35.4,57.9,39.4,Sandy,55,5,49,Zaid,Central,Tobacco
17.6,74.8,32.9,Alluvial,17,57,12,Rabi,East,Sugarcane
32.5,63.3,50.5,Alluvial,37,12,9,Kharif,North,Wheat
16.1,68.1,45.4,Sandy,58,22,24,Rabi,West,Pulses
23.3,47.9,45.9,Alluvial,46,51,23,Rabi,South,Wheat
33.3,90.2,35.1,Clayey,42,55,16,Kharif,North,Maize
36.0,48.7,52.3,Alluvial,11,17,15,Zaid,North,Rice
37.3,51.7,47.6,Sandy,37,24,7,Zaid,Central,Ground Nuts
37.7,56.1,52.8,Alluvial,39,6,44,Zaid,West,Rice
20.5,59.7,37.9,Sandy,44,5,47,Rabi,Central,Barley
29.4,67.3,38.3,Loamy,33,32,42,Kharif,Central,Rice
25.5,85.5,36.6,Clayey,45,49,39,Kharif,Central,Oil seeds
27.2,64.1,37.3,Sandy,43,7,36,Kharif,East,Oil seeds
34.3,96.9,26.2,Loamy,50,44,27,Kharif,West,Rice
18.9,59.3,45.8,Black,43,41,32,Rabi,West,Millets
22.8,71.0,41.3,Loamy,10,51,5,Kharif,Central,Oil seeds
37.6,61.2,34.4,Clayey,20,9,42,Zaid,Central,Millets
34.6,59.8,41.1,Clayey,21,5,42,Zaid,East,Millets
20.1,64.2,22.3,Clayey,15,57,19,Rabi,West,Pulses
25.6,80.6,37.0,Alluvial,46,41,46,Kharif,West,Rice
29.8,40.2,40.1,Clayey,38,51,17,Zaid,South,Tobacco
20.6,59.8,44.0,Black,22,49,38,Rabi,North,Cotton
31.9,80.0,22.0,Sandy,41,55,49,Kharif,South,Oil seeds
17.8,60.3,26.8,Alluvial,53,48,25,Rabi,North,Rice
35.3,60.1,42.9,Sandy,44,51,17,Zaid,West,Ground Nuts
26.5,69.8,45.6,Loamy,26,22,39,Kharif,West,Rice
24.4,79.6,27.7,Alluvial,30,32,12,Rabi,South,Sugarcane
36.0,53.6,47.6,Red,28,57,31,Zaid,Central,Tobacco
24.9,86.4,34.5,Alluvial,20,32,43,Kharif,East,Sugarcane
29.9,76.6,36.1,Black,50,10,16,Kharif,North,Cotton
29.6,63.3,39.9,Alluvial,41,59,10,Kharif,South,Rice
35.8,38.4,31.6,Black,42,27,28,Zaid,East,Cotton
21.0,35.8,67.2,Red,23,22,31,Rabi,West,Barley
18.9,81.1,28.3,Red,56,11,8,Rabi,East,Barley
37.3,48.4,38.6,Alluvial,22,59,35,Zaid,Central,Rice
37.0,49.9,36.1,Loamy,38,47,26,Zaid,East,Ground Nuts
20.3,70.8,54.3,Loamy,21,45,6,Rabi,North,Barley
37.6,42.8,33.2,Black,39,23,39,Zaid,Central,Cotton
19.5,56.4,33.9,Black,22,12,44,Rabi,North,Millets
30.6,82.0,51.8,Black,10,39,40,Kharif,Central,Millets
16.9,62.1,31.8,Black,13,35,34,Rabi,North,Millets
19.9,58.1,34.5,Clayey,12,17,18,Rabi,East,Pulses
20.1,66.1,35.4,Red,43,20,46,Rabi,Central,Barley
29.3,63.3,39.3,Sandy,35,51,17,Kharif,South,Rice
35.9,47.3,24.1,Black,36,43,33,Zaid,East,Millets
33.5,37.7,38.7,Alluvial,50,57,34,Zaid,South,Rice
34.4,70.2,46.0,Sandy,41,14,14,Kharif,North,Rice
16.6,62.2,52.9,Loamy,29,54,36,Rabi,West,Wheat
32.4,65.3,44.8,Loamy,31,8,34,Kharif,West,Rice
36.0,53.1,34.9,Loamy,27,59,16,Zaid,South,Tobacco
31.7,83.1,33.4,Black,40,30,33,Kharif,Central,Millets
25.4,81.9,56.0,Red,26,28,27,Kharif,West,Oil seeds
32.5,66.3,33.4,Alluvial,10,23,47,Kharif,East,Rice
34.4,58.6,41.9,Alluvial,13,22,40,Zaid,East,Sugarcane
29.5,84.4,37.7,Clayey,21,21,41,Kharif,North,Rice
32.3,74.3,59.8,Loamy,42,29,31,Kharif,North,Maize
22.1,51.8,41.9,Red,53,21,15,Rabi,East,Wheat
35.1,53.2,41.6,Clayey,18,24,25,Zaid,South,Tobacco
36.2,59.6,38.6,Red,57,32,43,Zaid,North,Millets
18.2,59.3,51.1,Sandy,57,18,22,Rabi,South,Barley
18.9,63.3,18.4,Loamy,11,13,20,Rabi,West,Pulses
37.7,47.0,61.0,Red,31,40,37,Zaid,West,Tobacco
23.9,76.0,32.6,Sandy,16,22,40,Rabi,Central,Pulses
28.7,76.4,36.6,Loamy,10,25,40,Kharif,East,Rice
33.2,38.7,22.6,Black,19,41,17,Zaid,North,Millets
30.4,76.8,40.8,Red,44,7,29,Kharif,North,Maize
36.6,30.7,39.2,Loamy,52,40,29,Zaid,West,Tobacco
35.0,49.1,35.1,Loamy,10,59,24,Zaid,Central,Tobacco
32.1,82.2,44.4,Alluvial,36,51,46,Kharif,North,Wheat
30.1,72.6,41.9,Red,15,36,11,Kharif,Central,Oil seeds
26.4,62.2,31.5,Sandy,21,20,20,Kharif,West,Rice
36.5,57.9,26.5,Clayey,16,51,40,Zaid,Central,Tobacco
36.0,65.5,43.7,Alluvial,17,26,49,Zaid,Central,Wheat
24.6,63.1,41.5,Alluvial,43,17,32,Rabi,West,Rice
34.6,63.3,40.2,Black,24,32,36,Zaid,East,Millets
20.9,53.3,46.3,Alluvial,35,11,48,Rabi,East,Wheat
31.0,65.1,43.9,Black,20,57,17,Kharif,West,Cotton
34.2,84.0,40.6,Alluvial,40,15,32,Kharif,Central,Sugarcane
33.4,39.9,37.7,Black,56,45,35,Zaid,Central,Millets
21.9,71.1,51.1,Sandy,59,24,9,Rabi,North,Barley
16.7,80.9,23.9,Loamy,30,10,9,Rabi,West,Wheat
30.6,83.4,33.8,Red,27,14,18,Kharif,East,Oil seeds
19.3,46.9,50.9,Clayey,17,49,48,Rabi,South,Pulses
35.4,46.6,45.9,Loamy,15,20,45,Zaid,North,Tobacco
29.9,97.8,45.5,Loamy,21,41,15,Kharif,North,Maize
19.5,80.2,26.4,Red,47,30,22,Rabi,South,Pulses
16.7,73.2,31.6,Red,25,38,6,Rabi,North,Pulses
34.7,68.6,44.9,Loamy,17,36,34,Kharif,Central,Maize
15.8,52.5,54.9,Clayey,29,54,28,Rabi,Central,Wheat
29.3,74.9,55.6,Black,18,14,41,Kharif,East,Millets
28.4,87.7,53.7,Black,30,46,28,Kharif,Central,Millets
35.5,57.1,35.5,Alluvial,17,26,31,Zaid,Central,Wheat
18.3,59.3,61.0,Red,19,13,40,Rabi,West,Barley
19.0,59.9,46.2,Black,34,11,33,Rabi,North,Cotton
14.6,44.0,42.5,Sandy,58,31,43,Rabi,East,Barley
20.6,67.8,25.6,Black,54,24,33,Rabi,South,Cotton
12.6,76.1,32.0,Black,10,26,21,Rabi,North,Cotton
36.5,46.7,46.9,Red,38,9,8,Zaid,South,Tobacco
36.0,63.6,21.8,Black,28,11,49,Zaid,South,Millets
17.0,58.1,49.2,Clayey,13,46,27,Rabi,North,Barley
30.3,84.8,33.4,Sandy,57,52,23,Kharif,North,Maize
27.6,71.3,44.4,Red,36,19,8,Kharif,East,Maize
34.8,58.3,33.5,Red,13,38,7,Zaid,South,Millets
33.6,76.1,50.5,Loamy,32,9,49,Kharif,West,Rice
32.9,52.9,64.2,Red,15,14,41,Kharif,West,Maize
32.6,69.2,34.1,Black,30,7,24,Kharif,South,Cotton
17.6,50.3,48.1,Red,50,17,9,Rabi,Central,Wheat
37.7,36.2,33.2,Red,46,52,29,Zaid,South,Millets
28.6,79.6,47.8,Sandy,45,20,43,Kharif,East,Oil seeds
19.0,54.0,54.2,Loamy,30,53,12,Rabi,East,Barley
14.8,42.0,41.3,Black,26,36,15,Rabi,South,Millets
13.0,44.1,47.9,Loamy,34,41,25,Rabi,North,Barley
20.1,50.4,16.9,Clayey,50,6,28,Rabi,West,Barley
30.5,85.8,50.0,Black,15,51,5,Kharif,Central,Cotton
24.3,69.2,35.8,Loamy,50,13,33,Rabi,Central,Pulses
32.0,62.0,27.8,Red,12,53,21,Kharif,West,Oil seeds
21.8,76.7,39.9,Loamy,12,19,30,Rabi,Central,Barley
22.7,35.6,41.4,Clayey,13,53,22,Rabi,North,Barley
29.8,79.5,47.7,Loamy,28,37,10,Kharif,East,Maize
27.0,93.2,40.4,Clayey,15,17,44,Kharif,South,Maize
35.4,51.8,50.5,Black,11,55,26,Zaid,Central,Cotton
34.5,67.2,40.0,Red,23,54,7,Kharif,South,Maize
20.3,53.6,30.0,Red,36,21,16,Rabi,East,Barley
32.8,49.1,47.0,Black,37,9,18,Zaid,East,Millets
33.9,36.3,28.8,Red,11,51,34,Zaid,West,Tobacco
24.9,61.6,39.6,Black,29,19,11,Rabi,South,Millets
30.8,71.4,44.7,Black,29,28,33,Kharif,North,Millets
34.0,69.9,23.3,Red,17,33,30,Kharif,Central,Maize
21.6,60.4,26.6,Clayey,29,53,45,Rabi,South,Barley
21.0,48.9,23.4,Red,12,38,14,Rabi,South,Wheat
24.8,73.7,49.5,Alluvial,31,47,30,Kharif,North,Sugarcane
14.9,48.1,43.4,Red,56,24,42,Rabi,South,Pulses
17.8,57.3,56.7,Loamy,56,34,6,Rabi,North,Wheat
25.4,73.7,49.6,Alluvial,15,31,19,Rabi,South,Rice
37.4,58.1,24.3,Red,45,33,6,Zaid,North,Tobacco
36.9,67.2,30.2,Clayey,31,26,25,Zaid,West,Millets
14.2,74.3,41.4,Sandy,54,11,8,Rabi,East,Pulses
18.0,56.7,23.8,Black,10,40,14,Rabi,Central,Cotton
23.0,74.6,31.7,Alluvial,47,14,21,Rabi,Central,Sugarcane
32.1,74.8,38.3,Black,44,29,25,Kharif,West,Cotton
31.8,46.5,56.8,Alluvial,35,32,23,Zaid,Central,Sugarcane
28.5,90.7,52.9,Red,51,49,24,Kharif,West,Rice
31.1,80.7,33.0,Alluvial,57,44,38,Kharif,West,Sugarcane
16.5,50.3,21.2,Loamy,42,20,15,Rabi,Central,Wheat
31.2,79.5,26.0,Red,19,5,42,Kharif,South,Maize
30.6,84.8,32.5,Clayey,26,10,13,Kharif,East,Rice
28.2,85.7,35.8,Alluvial,52,44,42,Kharif,Central,Sugarcane
25.5,79.9,32.3,Black,46,32,19,Rabi,Central,Millets
20.0,33.0,44.7,Sandy,22,26,8,Rabi,Central,Pulses
37.7,44.5,40.0,Sandy,33,32,8,Zaid,West,Ground Nuts
30.8,71.2,57.5,Black,10,42,42,Kharif,South,Millets
33.0,50.3,30.0,Sandy,58,32,14,Zaid,West,Millets
36.6,52.7,45.7,Alluvial,44,9,8,Zaid,West,Wheat
32.9,93.7,20.1,Loamy,34,56,25,Kharif,East,Maize
30.3,76.3,46.2,Alluvial,14,50,40,Kharif,North,Wheat
28.3,75.9,17.8,Sandy,48,37,20,Kharif,South,Oil seeds
22.6,57.1,43.1,Black,14,27,46,Rabi,Central,Cotton
23.5,76.7,41.6,Loamy,12,26,34,Kharif,West,Rice
34.3,35.3,55.9,Alluvial,56,49,27,Zaid,West,Sugarcane
33.7,57.8,49.2,Clayey,27,26,34,Zaid,West,Ground Nuts
23.8,80.5,55.7,Sandy,23,51,14,Kharif,West,Rice
28.3,72.8,36.9,Sandy,18,32,46,Kharif,West,Oil seeds
27.3,69.9,31.8,Red,24,28,32,Kharif,South,Oil seeds
27.3,85.2,60.9,Loamy,56,37,37,Kharif,North,Oil seeds
27.5,63.9,31.3,Red,59,55,38,Rabi,South,Pulses
31.6,97.4,53.8,Clayey,38,52,17,Kharif,North,Rice
33.1,52.0,31.0,Loamy,35,11,21,Zaid,North,Millets
28.8,77.9,35.8,Red,12,53,11,Kharif,East,Maize
33.1,78.2,30.9,Sandy,38,36,47,Kharif,South,Maize
38.4,55.1,43.6,Clayey,37,5,13,Zaid,South,Ground Nuts
37.1,49.2,36.5,Alluvial,50,18,11,Zaid,Central,Rice
18.9,73.3,40.4,Alluvial,50,19,49,Rabi,Central,Wheat
16.8,59.4,52.4,Black,57,36,6,Rabi,West,Millets
28.6,74.7,34.1,Clayey,56,40,44,Kharif,West,Maize
35.3,59.4,39.6,Loamy,22,58,49,Zaid,North,Millets
31.1,56.2,46.2,Alluvial,28,58,7,Kharif,South,Sugarcane
36.4,61.9,31.1,Black,20,47,35,Zaid,West,Cotton
34.4,73.2,46.5,Black,11,32,13,Kharif,East,Cotton
16.9,62.5,23.4,Sandy,46,43,49,Rabi,Central,Pulses
38.6,59.0,47.7,Clayey,44,23,41,Zaid,Central,Ground Nuts
34.2,82.0,35.6,Loamy,37,33,10,Kharif,East,Maize
18.1,55.1,33.1,Red,40,25,7,Rabi,East,Barley
23.1,63.1,58.6,Alluvial,51,46,16,Rabi,West,Wheat
33.3,91.4,33.4,Sandy,25,44,12,Kharif,East,Maize
26.7,67.2,36.3,Clayey,21,48,14,Kharif,East,Rice
14.4,63.8,56.1,Red,35,54,6,Rabi,South,Wheat
37.3,46.6,51.1,Sandy,47,42,7,Zaid,North,Millets
22.4,51.9,47.3,Black,39,36,49,Rabi,South,Millets
31.8,65.5,44.6,Red,31,43,14,Kharif,East,Oil seeds
32.3,54.9,45.3,Black,41,59,27,Zaid,North,Millets
16.2,74.3,35.4,Red,31,25,10,Rabi,East,Barley
29.8,84.8,43.6,Sandy,57,29,10,Kharif,West,Rice
32.0,72.1,35.3,Alluvial,47,24,31,Kharif,East,Sugarcane
22.6,66.0,50.4,Clayey,12,31,49,Rabi,Central,Pulses
26.9,72.6,39.6,Sandy,20,52,34,Kharif,East,Rice
34.7,41.7,51.1,Red,24,39,47,Zaid,North,Millets
34.7,55.3,23.5,Loamy,13,23,33,Zaid,South,Millets
32.0,64.2,35.1,Red,52,24,29,Zaid,North,Millets
37.1,51.6,25.1,Sandy,37,9,9,Zaid,Central,Ground Nuts
14.4,71.2,45.5,Red,29,29,42,Rabi,West,Pulses
36.3,50.0,35.6,Sandy,27,15,27,Zaid,Central,Tobacco
24.2,60.0,27.2,Clayey,50,45,29,Rabi,Central,Barley
30.3,67.5,47.5,Sandy,10,44,19,Kharif,West,Rice
36.2,46.8,58.2,Loamy,56,33,21,Zaid,West,Tobacco
19.3,47.3,59.1,Black,47,32,7,Rabi,East,Millets
34.1,29.8,37.0,Red,22,41,6,Zaid,North,Ground Nuts
35.9,58.3,41.7,Alluvial,53,47,44,Zaid,South,Wheat
34.4,43.5,38.5,Alluvial,29,50,20,Zaid,West,Wheat
15.5,66.2,46.3,Black,33,39,13,Rabi,East,Cotton
33.4,45.2,33.6,Alluvial,26,59,35,Zaid,West,Wheat
22.3,61.6,35.6,Sandy,48,53,16,Rabi,Central,Pulses
21.3,67.3,43.2,Clayey,38,50,23,Rabi,West,Wheat
28.0,73.2,33.4,Black,29,28,42,Kharif,East,Cotton
17.2,43.0,35.4,Loamy,49,50,15,Rabi,Central,Barley
32.5,54.7,25.9,Red,22,40,36,Zaid,South,Millets
14.8,66.0,34.4,Alluvial,40,42,22,Rabi,South,Wheat
29.9,66.5,45.7,Loamy,41,42,9,Kharif,East,Maize
12.9,52.9,50.1,Black,33,48,39,Rabi,Central,Millets
19.6,42.2,39.2,Loamy,40,59,46,Rabi,North,Wheat
33.3,49.1,33.6,Sandy,18,17,26,Zaid,West,Millets
36.3,33.7,41.7,Loamy,41,44,13,Zaid,South,Ground Nuts
32.9,40.5,35.0,Sandy,27,20,17,Zaid,East,Ground Nuts
23.0,79.6,50.9,Alluvial,44,20,22,Rabi,West,Wheat
25.2,54.7,20.4,Black,34,44,36,Rabi,South,Millets
35.5,40.0,36.5,Clayey,40,43,8,Zaid,Central,Tobacco
30.7,61.0,41.7,Black,47,32,42,Rabi,Central,Cotton
35.5,48.2,14.3,Black,25,36,26,Zaid,North,Millets
29.2,64.0,42.2,Alluvial,23,39,36,Kharif,West,Sugarcane
37.5,43.0,21.5,Clayey,34,35,45,Zaid,West,Tobacco
23.3,64.1,36.9,Clayey,48,8,26,Rabi,East,Wheat
31.6,87.3,33.6,Alluvial,42,19,5,Kharif,Central,Rice
31.4,68.6,30.7,Clayey,17,49,31,Kharif,North,Oil seeds
35.3,54.6,47.4,Clayey,11,21,22,Zaid,North,Ground Nuts
33.0,78.6,41.7,Black,59,50,33,Kharif,South,Cotton
34.2,53.1,41.4,Loamy,24,56,13,Zaid,Central,Tobacco
11.5,65.1,79.3,Alluvial,32,37,34,Rabi,South,Sugarcane
33.4,55.5,35.7,Black,54,12,18,Zaid,East,Millets
11.8,51.9,34.5,Sandy,10,44,47,Rabi,North,Pulses
38.8,56.9,42.8,Red,30,44,25,Zaid,West,Ground Nuts
25.7,73.2,46.7,Alluvial,59,41,42,Kharif,South,Wheat
18.3,75.6,37.5,Black,20,53,28,Rabi,Central,Cotton
18.1,47.7,30.0,Loamy,49,43,23,Rabi,West,Wheat
32.1,60.4,28.3,Clayey,11,59,42,Kharif,Central,Oil seeds
24.6,61.6,65.3,Clayey,31,53,30,Rabi,West,Wheat
23.5,74.7,34.0,Black,37,46,5,Rabi,North,Cotton
19.1,70.0,35.3,Red,21,28,12,Rabi,West,Pulses
22.6,58.1,43.2,Loamy,33,49,18,Rabi,North,Pulses
32.7,50.7,10.1,Loamy,33,13,46,Zaid,Central,Tobacco
36.6,56.5,48.7,Red,14,31,7,Zaid,East,Ground Nuts
35.3,55.1,28.8,Alluvial,35,27,38,Zaid,Central,Rice
29.2,80.9,29.0,Loamy,34,34,6,Kharif,East,Rice
23.7,61.5,46.2,Loamy,29,25,26,Rabi,North,Barley
30.7,92.1,39.4,Loamy,55,50,19,Kharif,North,Maize
24.4,86.5,58.2,Loamy,14,53,10,Kharif,North,Maize
30.1,72.4,59.0,Clayey,49,29,14,Kharif,Central,Oil seeds
20.9,68.1,32.8,Black,54,49,41,Rabi,West,Cotton
25.7,79.4,41.9,Alluvial,49,15,34,Kharif,South,Wheat
21.1,50.5,40.8,Clayey,35,12,17,Rabi,North,Wheat
31.0,73.4,20.9,Black,40,16,29,Kharif,East,Cotton
16.6,45.0,41.3,Red,46,5,5,Rabi,South,Barley
31.2,67.0,42.7,Red,31,39,42,Kharif,North,Rice
21.8,47.1,26.0,Loamy,56,21,21,Rabi,South,Pulses
32.6,51.6,35.6,Red,54,39,10,Zaid,North,Millets
37.1,45.6,27.0,Loamy,24,17,31,Zaid,East,Tobacco
12.5,56.1,41.9,Black,34,30,38,Rabi,South,Millets
31.3,73.2,44.1,Red,15,54,10,Kharif,Central,Oil seeds
30.2,79.5,36.6,Black,53,23,19,Kharif,North,Cotton
30.5,85.3,53.5,Clayey,29,39,40,Kharif,North,Oil seeds
24.6,56.6,44.3,Loamy,26,47,11,Rabi,North,Wheat
33.6,74.4,45.3,Black,45,10,17,Kharif,South,Millets
37.3,60.3,38.3,Black,13,20,44,Zaid,East,Millets
17.3,48.0,37.1,Red,54,35,6,Rabi,West,Wheat
18.9,53.7,48.9,Black,16,55,48,Rabi,West,Cotton
18.0,44.8,30.0,Sandy,25,34,39,Rabi,Central,Barley
35.4,63.1,32.7,Sandy,43,49,47,Zaid,North,Tobacco
27.3,62.5,36.3,Sandy,15,46,36,Rabi,East,Pulses
19.8,72.2,20.5,Sandy,29,52,10,Rabi,Central,Pulses
20.6,61.5,49.9,Sandy,51,47,15,Rabi,East,Wheat
26.0,53.1,53.1,Alluvial,15,26,39,Rabi,West,Sugarcane
15.3,56.9,30.3,Loamy,20,46,17,Rabi,South,Pulses
35.1,47.3,52.8,Loamy,58,13,45,Zaid,Central,Tobacco
37.2,53.5,28.5,Black,56,51,9,Zaid,East,Millets
36.7,49.9,35.5,Loamy,57,14,29,Zaid,West,Tobacco
21.4,51.6,37.8,Clayey,50,18,29,Rabi,East,Pulses
18.2,50.5,39.6,Clayey,30,26,25,Rabi,Central,Barley
34.9,53.9,36.4,Black,21,22,46,Zaid,East,Millets
12.4,73.2,40.7,Sandy,15,47,48,Rabi,West,Barley
28.8,74.1,39.6,Clayey,21,8,17,Kharif,West,Oil seeds
30.1,79.4,49.5,Loamy,17,51,11,Kharif,North,Oil seeds
33.0,38.8,40.6,Clayey,21,47,17,Zaid,North,Ground Nuts
33.8,55.2,46.4,Alluvial,14,20,30,Zaid,South,Sugarcane
33.9,38.5,48.6,Red,32,18,20,Zaid,Central,Tobacco
8.4,56.3,29.6,Loamy,55,17,23,Rabi,East,Pulses
25.1,88.3,43.1,Red,36,24,33,Kharif,East,Oil seeds
16.7,72.7,30.1,Red,27,58,9,Rabi,North,Pulses
34.5,49.2,35.8,Loamy,32,17,38,Zaid,North,Tobacco
32.4,40.1,32.6,Loamy,28,10,42,Zaid,South,Tobacco
28.9,77.8,43.6,Alluvial,29,36,13,Kharif,West,Rice
28.9,86.8,44.8,Black,46,8,26,Kharif,Central,Millets
33.6,47.0,37.9,Loamy,51,46,13,Zaid,West,Millets
15.9,60.1,35.4,Clayey,44,35,25,Rabi,North,Wheat
32.9,47.8,21.7,Loamy,11,6,14,Zaid,Central,Tobacco
26.2,71.1,62.3,Alluvial,48,47,35,Rabi,North,Sugarcane
30.0,68.4,36.1,Loamy,30,11,8,Kharif,West,Rice
22.7,52.8,45.9,Black,53,30,23,Rabi,South,Millets
34.2,45.8,37.3,Alluvial,20,7,49,Zaid,East,Wheat
33.6,63.2,56.7,Black,25,58,6,Kharif,South,Millets
38.0,36.7,34.8,Loamy,34,14,36,Zaid,West,Millets
26.8,82.6,53.7,Alluvial,51,58,41,Kharif,West,Wheat
36.4,52.3,30.1,Clayey,29,31,47,Zaid,East,Ground Nuts
16.6,72.5,47.8,Red,49,16,13,Rabi,West,Wheat
19.8,60.8,37.0,Clayey,43,43,24,Rabi,South,Wheat
32.9,65.3,27.2,Sandy,36,35,6,Zaid,West,Tobacco
35.4,46.6,52.6,Clayey,24,41,16,Zaid,East,Millets
38.2,65.6,32.3,Alluvial,23,22,41,Zaid,Central,Rice
35.0,52.1,36.7,Alluvial,21,10,26,Zaid,Central,Rice
33.0,58.3,59.0,Loamy,45,36,29,Zaid,West,Tobacco
35.5,59.5,51.6,Black,27,7,42,Zaid,South,Millets
32.5,66.9,32.0,Red,48,18,35,Kharif,South,Oil seeds
34.2,42.8,51.7,Loamy,54,18,27,Zaid,East,Millets
19.7,28.1,46.8,Alluvial,32,18,44,Rabi,North,Rice
34.4,42.7,53.6,Red,28,36,27,Zaid,South,Millets
22.4,87.7,41.0,Alluvial,31,49,6,Rabi,South,Wheat
27.5,70.6,15.9,Red,53,36,27,Kharif,West,Oil seeds
25.7,35.1,52.8,Sandy,56,21,5,Rabi,North,Barley
35.7,59.2,39.7,Red,17,52,33,Zaid,East,Tobacco
35.7,42.5,42.2,Alluvial,21,49,24,Zaid,North,Rice
26.9,82.8,33.8,Black,28,31,42,Kharif,East,Cotton
26.5,79.5,60.9,Alluvial,31,23,47,Kharif,South,Wheat
33.0,52.2,25.0,Loamy,35,27,30,Zaid,North,Ground Nuts
24.5,83.2,42.0,Sandy,40,15,18,Rabi,North,Barley
33.2,58.8,44.8,Sandy,47,47,38,Zaid,Central,Tobacco
33.7,37.8,56.9,Black,37,39,5,Zaid,South,Cotton
33.3,78.5,52.9,Alluvial,56,15,11,Kharif,North,Wheat
37.0,56.0,44.6,Sandy,46,20,28,Zaid,West,Millets
29.5,64.7,52.3,Clayey,13,36,15,Kharif,South,Oil seeds
34.4,62.7,46.8,Sandy,32,27,49,Zaid,North,Millets
29.6,82.7,22.4,Loamy,35,58,29,Kharif,West,Maize
33.4,49.5,30.2,Alluvial,55,56,34,Zaid,East,Wheat
20.0,50.7,37.6,Loamy,34,46,42,Rabi,South,Barley
26.1,74.8,17.4,Red,32,46,29,Rabi,North,Barley
27.2,68.5,44.1,Black,58,14,45,Kharif,West,Millets
37.3,69.6,22.0,Black,42,48,5,Kharif,West,Millets
38.0,41.1,36.4,Loamy,26,47,8,Zaid,West,Millets
27.0,81.9,38.8,Black,44,28,12,Kharif,East,Cotton
34.2,51.5,53.9,Alluvial,52,36,31,Zaid,West,Sugarcane
19.2,68.0,32.3,Red,56,8,35,Rabi,North,Wheat
18.2,64.9,63.6,Alluvial,55,52,30,Rabi,North,Wheat
24.8,63.2,39.5,Red,53,34,16,Rabi,East,Pulses
27.5,61.1,29.9,Red,16,30,5,Kharif,Central,Oil seeds
35.9,29.7,46.8,Clayey,51,14,37,Zaid,East,Ground Nuts
30.4,68.3,36.0,Sandy,24,56,6,Kharif,East,Rice
34.6,47.9,56.2,Alluvial,42,35,48,Zaid,Central,Sugarcane
29.2,79.3,44.2,Clayey,27,53,8,Kharif,East,Oil seeds
27.7,75.1,15.7,Clayey,30,35,20,Kharif,North,Oil seeds
14.0,82.7,48.9,Black,37,49,13,Rabi,East,Cotton
31.3,79.3,33.1,Black,19,19,43,Kharif,Central,Cotton
36.8,53.4,33.6,Black,38,39,19,Zaid,Central,Cotton
29.6,69.4,10.7,Alluvial,17,59,12,Kharif,North,Sugarcane
39.1,49.1,26.1,Black,30,49,7,Zaid,West,Millets
24.2,87.5,34.8,Red,16,11,19,Rabi,East,Wheat
18.7,81.0,46.0,Black,10,47,14,Rabi,North,Millets
15.4,82.6,47.1,Black,34,30,21,Rabi,South,Millets
29.8,82.8,51.2,Loamy,45,47,27,Kharif,South,Maize
24.4,69.2,37.4,Loamy,37,36,31,Rabi,North,Pulses
34.0,28.9,36.8,Clayey,29,37,32,Zaid,South,Tobacco
22.1,60.6,39.7,Clayey,14,24,29,Rabi,Central,Pulses
15.9,65.0,34.6,Clayey,11,59,14,Rabi,East,Wheat
34.3,44.0,36.8,Clayey,56,23,15,Zaid,North,Ground Nuts
34.3,75.5,40.5,Loamy,53,45,28,Kharif,East,Maize
34.1,82.4,38.3,Clayey,28,16,22,Kharif,North,Maize
20.2,54.5,56.0,Clayey,42,32,23,Rabi,Central,Pulses
31.0,77.8,41.6,Sandy,43,44,39,Kharif,South,Oil seeds
18.5,37.9,51.0,Red,32,20,26,Rabi,East,Wheat
37.6,55.1,45.1,Red,35,25,44,Zaid,North,Ground Nuts
34.9,88.7,28.3,Sandy,52,27,47,Kharif,North,Oil seeds
32.0,76.3,27.5,Black,30,27,43,Kharif,East,Millets
27.8,64.4,32.9,Sandy,33,55,44,Kharif,North,Maize
33.6,68.8,23.8,Clayey,18,35,49,Kharif,South,Rice
21.7,60.6,25.9,Sandy,54,53,17,Rabi,West,Pulses
34.2,45.1,58.1,Clayey,50,29,6,Zaid,South,Ground Nuts
14.1,51.9,22.6,Black,20,10,42,Rabi,West,Millets
20.3,56.4,31.1,Loamy,27,49,28,Rabi,South,Barley
19.8,67.5,27.0,Clayey,34,53,49,Rabi,West,Pulses
20.9,70.7,42.2,Loamy,28,23,27,Rabi,South,Pulses
23.6,44.7,48.4,Clayey,18,46,5,Rabi,West,Wheat
33.9,43.7,33.7,Black,43,49,29,Zaid,South,Millets
27.8,59.4,58.6,Sandy,41,52,45,Kharif,North,Rice
31.7,66.9,47.5,Red,27,56,28,Kharif,West,Oil seeds
36.9,59.9,23.6,Sandy,13,13,44,Zaid,South,Ground Nuts
32.8,41.8,31.4,Sandy,14,24,9,Zaid,South,Tobacco
15.2,61.8,41.4,Loamy,38,8,17,Rabi,North,Pulses
36.3,47.1,37.2,Loamy,44,46,41,Zaid,South,Tobacco
21.8,60.0,51.5,Alluvial,21,14,41,Rabi,South,Rice
39.0,51.1,41.8,Sandy,48,27,25,Zaid,North,Tobacco
